0.857, 0.600, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.1309231110, 0.1802002171, 0.9748779517 *   0
0.543, 0.789, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.2140403541, 0.6219708665, 0.7532190704 *   0
0.783, 0.546, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.2187036496, 0.2528348569, 0.9424665770 *   0
0.566, 0.510, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.4385182443, 0.4525157108, 0.7764864976 *   0
0.116, 0.502, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.6932127082, 0.6975819767, 0.1812057585 *   0
0.757, 0.918, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0478476636, 0.3694160907, 0.9280314397 *   0
0.321, 0.009, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.8754613630, 0.0123773675, 0.4831295920 *   0
0.463, 0.644, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.3962846428, 0.6332038811, 0.6648393241 *   0
0.980, 0.203, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0298273066, 0.0098471155, 0.9995065613 *   0
0.267, 0.566, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.5755216804, 0.7091902548, 0.4072149039 *   0
0.473, 0.124, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.7225254937, 0.1425397760, 0.6764904458 *   0
0.165, 0.016, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9662948367, 0.0242907539, 0.2562893831 *   0
0.562, 0.481, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.4622118711, 0.4354141571, 0.7725119404 *   0
0.071, 0.128, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9737675624, 0.1984692633, 0.1112954889 *   0
0.991, 0.186, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0135376111, 0.0040717819, 0.9999000718 *   0
0.630, 0.748, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.2116943919, 0.5065684021, 0.8358073573 *   0
0.758, 0.507, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.2594668112, 0.2652364817, 0.9286154116 *   0
0.956, 0.874, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.0135793286, 0.0677118556, 0.9976125032 *   0
0.341, 0.072, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.8544474746, 0.0970498703, 0.5103928250 *   0
0.839, 0.182, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.2400555994, 0.0705611592, 0.9681913199 *   0
0.720, 0.105, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.4200011105, 0.0699073504, 0.9048270716 *   0
0.747, 0.193, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.3693829293, 0.1155452278, 0.9220659151 *   0
0.209, 0.141, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9234704734, 0.2079437083, 0.3224309212 *   0
