0.857, 0.600, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.1575007607, 0.1575007607, 0.9748779517 *   0
0.543, 0.789, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.4651134442, 0.4651134442, 0.7532190704 *   0
0.783, 0.546, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2363860732, 0.2363860732, 0.9424665770 *   0
0.569, 0.123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.4429796117, 0.4429796117, 0.7794473217 *   0
0.566, 0.510, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.4455719465, 0.4455719465, 0.7764864976 *   0
0.757, 0.918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2633986019, 0.2633986019, 0.9280314397 *   0
0.321, 0.009, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6191065326, 0.6191065326, 0.4831295920 *   0
0.740, 0.219, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2808259569, 0.2808259569, 0.9177546316 *   0
0.463, 0.644, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.5281991448, 0.5281991448, 0.6648393241 *   0
0.980, 0.203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0222107396, 0.0222107396, 0.9995065613 *   0
0.473, 0.124, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.5207497848, 0.5207497848, 0.6764904458 *   0
0.913, 0.948, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0963322168, 0.0963322168, 0.9906766415 *   0
0.562, 0.481, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.4490129742, 0.4490129742, 0.7725119404 *   0
0.071, 0.128, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.7027137803, 0.7027137803, 0.1112954889 *   0
0.991, 0.186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0099961573, 0.0099961573, 0.9999000718 *   0
0.630, 0.748, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3882177621, 0.3882177621, 0.8358073573 *   0
0.105, 0.951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6975108175, 0.6975108175, 0.1641868415 *   0
0.758, 0.507, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2623675069, 0.2623675069, 0.9286154116 *   0
0.956, 0.874, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0488328453, 0.0488328453, 0.9976125032 *   0
0.172, 0.697, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6814555464, 0.6814555464, 0.2669019982 *   0
0.093, 0.636, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6995751646, 0.6995751646, 0.1455650302 *   0
0.341, 0.072, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6080703759, 0.6080703759, 0.5103928250 *   0
0.839, 0.182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.1769259280, 0.1769259280, 0.9681913199 *   0
0.720, 0.105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3010713956, 0.3010713956, 0.9048270716 *   0
0.747, 0.193, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2736735721, 0.2736735721, 0.9220659151 *   0
0.229, 0.912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6618506124, 0.6618506124, 0.3520050194 *   0
0.209, 0.141, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6693423269, 0.6693423269, 0.3224309212 *   0
0.860, 0.770, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.1542505498, 0.1542505498, 0.9759167668 *   0
0.623, 0.931, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3946925749, 0.3946925749, 0.8297201593 *   0
0.898, 0.614, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.1128094113, 0.1128094113, 0.9871920145 *   0
0.117, 0.528, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6951986468, 0.6951986468, 0.1827503295 *   0
0.363, 0.222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.5952379142, 0.5952379142, 0.5397996397 *   0
0.479, 0.120, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.5162183625, 0.5162183625, 0.6834012031 *   0
0.132, 0.087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6919611936, 0.6919611936, 0.2058626077 *   0
0.537, 0.472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.4701123945, 0.4701123945, 0.7469863942 *   0
0.160, 0.376, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6848917224, 0.6848917224, 0.2486898817 *   0
0.654, 0.880, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3656668448, 0.3656668448, 0.8559062549 *   0
0.481, 0.401, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.5146976787, 0.5146976787, 0.6856913293 *   0
0.314, 0.282, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6228253855, 0.6228253855, 0.4734734189 *   0
0.105, 0.951, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6975108175, 0.6975108175, 0.1641868415 *   0
0.088, 0.222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.7003619907, 0.7003619907, 0.1377902899 *   0
0.479, 0.451, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.5162183625, 0.5162183625, 0.6834012031 *   0
0.444, 0.958, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.5419923988, 0.5419923988, 0.6422526601 *   0
0.571, 0.173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.4412459543, 0.4412459543, 0.7814115534 *   0
0.393, 0.566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.5765967818, 0.5765967818, 0.5788543016 *   0
0.074, 0.524, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.7023351248, 0.7023351248, 0.1159773463 *   0
0.653, 0.611, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3666170539, 0.3666170539, 0.8550929023 *   0
0.997, 0.813, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0033321732, 0.0033321732, 0.9999888966 *   0
0.987, 0.651, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0144383788, 0.0144383788, 0.9997915115 *   0
0.540, 0.101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.4676180866, 0.4676180866, 0.7501110919 *   0
0.502, 0.645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.4984267591, 0.4984267591, 0.7093247011 *   0
0.867, 0.530, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.1466536143, 0.1466536143, 0.9782563237 *   0
0.041, 0.311, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.7056408541, 0.7056408541, 0.0643581399 *   0
0.488, 0.612, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.5093353918, 0.5093353918, 0.6936533120 *   0
0.178, 0.558, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6796465866, 0.6796465866, 0.2759728873 *   0
0.404, 0.831, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.5694386577, 0.5694386577, 0.5928568380 *   0
