0.522, 0.351, 0.089, 0.260, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2412130707, 0.2412130707, 0.3411267961, 0.4824261415, 0.7311156106 *   0
0.446, 0.933, 0.871, 0.060, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2702814984, 0.2702814984, 0.3822357608, 0.5405629969, 0.6446575004 *   0
0.956, 0.020, 0.070, 0.592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0244164226, 0.0244164226, 0.0345300360, 0.0488328453, 0.9976125032 *   0
0.499, 0.462, 0.446, 0.574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2503923854, 0.2503923854, 0.3541083074, 0.5007847709, 0.7059952029 *   0
0.024, 0.893, 0.199, 0.980, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3533021812, 0.3533021812, 0.4996447363, 0.7066043625, 0.0376901830 *   0
0.912, 0.269, 0.572, 0.689, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0487162242, 0.0487162242, 0.0688951450, 0.0974324484, 0.9904614258 *   0
0.869, 0.040, 0.937, 0.041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0722398591, 0.0722398591, 0.1021625885, 0.1444797182, 0.9789030708 *   0
0.318, 0.459, 0.270, 0.817, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3103547649, 0.3103547649, 0.4389079177, 0.6207095298, 0.4789982872 *   0
0.921, 0.716, 0.391, 0.203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0437609520, 0.0437609520, 0.0618873318, 0.0875219039, 0.9923103510 *   0
0.369, 0.137, 0.667, 0.608, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2958070710, 0.2958070710, 0.4183343717, 0.5916141420, 0.5477092421 *   0
0.479, 0.668, 0.370, 0.172, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2581091813, 0.2581091813, 0.3650215047, 0.5162183625, 0.6834012031 *   0
0.284, 0.511, 0.763, 0.196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3189525179, 0.3189525179, 0.4510669765, 0.6379050358, 0.4314560589 *   0
0.779, 0.336, 0.886, 0.648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.1202843284, 0.1202843284, 0.1701077285, 0.2405686567, 0.9403475117 *   0
0.376, 0.823, 0.688, 0.694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2936600004, 0.2936600004, 0.4152979552, 0.5873200007, 0.5568755997 *   0
0.674, 0.901, 0.406, 0.043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.1732380210, 0.1732380210, 0.2449955588, 0.3464760420, 0.8717274256 *   0
0.038, 0.072, 0.651, 0.517, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3529237351, 0.3529237351, 0.4991095327, 0.7058474702, 0.0596548195 *   0
0.740, 0.021, 0.689, 0.499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.1404129784, 0.1404129784, 0.1985739384, 0.2808259569, 0.9177546316 *   0
0.412, 0.001, 0.282, 0.696, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2820629289, 0.2820629289, 0.3988972195, 0.5641258579, 0.6029295423 *   0
0.511, 0.046, 0.893, 0.290, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2456432155, 0.2456432155, 0.3473919668, 0.4912864310, 0.7192185242 *   0
0.382, 0.778, 0.938, 0.758, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2917913819, 0.2917913819, 0.4126553297, 0.5835827638, 0.5646789491 *   0
0.601, 0.626, 0.451, 0.883, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2073639118, 0.2073639118, 0.2932568564, 0.4147278236, 0.8099392969 *   0
0.584, 0.962, 0.085, 0.258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2149358218, 0.2149358218, 0.3039651542, 0.4298716436, 0.7939903905 *   0
0.863, 0.491, 0.301, 0.901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0754984890, 0.0754984890, 0.1067709871, 0.1509969780, 0.9769338899 *   0
0.563, 0.952, 0.418, 0.303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2240771677, 0.2240771677, 0.3168929696, 0.4481543354, 0.7735084895 *   0
0.973, 0.107, 0.802, 0.385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0149902406, 0.0149902406, 0.0211994016, 0.0299804812, 0.9991007664 *   0
0.108, 0.085, 0.081, 0.619, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3484779883, 0.3484779883, 0.4928222972, 0.6969559765, 0.1688334491 *   0
0.130, 0.974, 0.909, 0.512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3462075454, 0.3462075454, 0.4896114061, 0.6924150908, 0.2027872880 *   0
0.682, 0.321, 0.314, 0.545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.1693514831, 0.1693514831, 0.2394991641, 0.3387029661, 0.8778158130 *   0
