0.047, 0.387, 0.085, 0.893, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0469999984, 0.3869999945, 0.0850000009, 0.8930000067, 7.9388329539 *   0
0.860, 0.779, 0.191, 0.653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.8600000143, 0.7789999843, 0.1909999996, 0.6529999971, 5.9028212749 *   0
0.824, 0.235, 0.108, 0.329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.8240000010, 0.2349999994, 0.1080000028, 0.3289999962, 7.3899197337 *   0
0.695, 0.683, 0.907, 0.123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6949999928, 0.6830000281, 0.9070000052, 0.1230000034, 6.4941175873 *   0
0.783, 0.799, 0.333, 0.811, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.7829999924, 0.7990000248, 0.3330000043, 0.8109999895, 5.0257818036 *   0
0.051, 0.857, 0.142, 0.298, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0509999990, 0.8569999933, 0.1420000046, 0.2980000079, 7.5570574044 *   0
0.809, 0.609, 0.624, 0.671, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.8090000153, 0.6090000272, 0.6240000129, 0.6710000038, 7.0309347817 *   0
0.239, 0.342, 0.002, 0.762, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2389999926, 0.3420000076, 0.0020000001, 0.7620000243, 7.9011040860 *   0
0.693, 0.091, 0.021, 0.139, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6930000186, 0.0909999982, 0.0209999997, 0.1389999986, 8.6785125684 *   0
0.222, 0.796, 0.032, 0.751, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2220000029, 0.7960000038, 0.0320000015, 0.7509999871, 6.7137544456 *   0
0.824, 0.166, 0.192, 0.126, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.8240000010, 0.1659999937, 0.1920000017, 0.1260000020, 7.4017778035 *   0
0.869, 0.040, 0.937, 0.041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.8690000176, 0.0399999991, 0.9369999766, 0.0410000011, 6.7382249666 *   0
0.174, 0.713, 0.048, 0.169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.1739999950, 0.7129999995, 0.0480000004, 0.1689999998, 8.2309223755 *   0
0.235, 0.767, 0.185, 0.254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2349999994, 0.7670000196, 0.1850000024, 0.2540000081, 7.3941913020 *   0
0.181, 0.273, 0.693, 0.253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.1809999943, 0.2730000019, 0.6930000186, 0.2529999912, 7.9296432688 *   0
0.321, 0.647, 0.906, 0.694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3210000098, 0.6470000148, 0.9060000181, 0.6940000057, 6.6354990645 *   0
0.759, 0.391, 0.311, 0.783, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.7590000033, 0.3910000026, 0.3109999895, 0.7829999924, 6.6164473601 *   0
0.719, 0.762, 0.828, 0.264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.7189999819, 0.7620000243, 0.8280000091, 0.2639999986, 5.5029429865 *   0
0.779, 0.336, 0.886, 0.648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.7789999843, 0.3359999955, 0.8859999776, 0.6480000019, 6.0147087699 *   0
0.376, 0.823, 0.688, 0.694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3759999871, 0.8230000138, 0.6880000234, 0.6940000057, 6.4328447225 *   0
0.836, 0.795, 0.881, 0.595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.8360000253, 0.7950000167, 0.8809999824, 0.5950000286, 4.8920231671 *   0
0.306, 0.200, 0.879, 0.773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3059999943, 0.2000000030, 0.8790000081, 0.7730000019, 6.1236328840 *   0
0.874, 0.004, 0.624, 0.867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.8740000129, 0.0040000002, 0.6240000129, 0.8669999838, 6.2407590272 *   0
0.740, 0.021, 0.689, 0.499, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.7400000095, 0.0209999997, 0.6890000105, 0.4990000129, 7.9301978673 *   0
