0.119, 0.996, 0.934, 0.633, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.4957553348, 0.0000000000, 0.0008434824, 0.8684618222, 0.0000000000 *   0
0.446, 0.933, 0.871, 0.060, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9999988317, 0.0000000000, 0.0000015774, 0.0015285702, 0.0000000000 *   0
0.956, 0.020, 0.070, 0.592, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9998476738, 0.0000000000, 0.0000000000, 0.0000000000, 0.0174536278 *   0
0.350, 0.188, 0.058, 0.894, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9999999998, 0.0000213733, 0.0000000000, 0.0000000000, 0.0000000000 *   0
0.387, 0.259, 0.985, 0.838, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9405561736, 0.0000000312, 0.3396381668, 0.0000000000, 0.0000000000 *   0
0.989, 0.645, 0.930, 0.446, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.8679692743, 0.0000000000, 0.0009614343, 0.0000000000, 0.4966169696 *   0
0.942, 0.544, 0.362, 0.015, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9999920313, 0.0000000000, 0.0000000000, 0.0000000000, 0.0039921579 *   0
0.748, 0.952, 0.017, 0.616, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9999341438, 0.0000000000, 0.0000000000, 0.0114764134, 0.0000000000 *   0
0.180, 0.840, 0.839, 0.376, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 1.0000000000, 0.0000000000, 0.0000000374, 0.0000000421, 0.0000000000 *   0
0.019, 0.935, 0.199, 0.531, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9999982072, 0.0000000000, 0.0000000000, 0.0018935676, 0.0000000000 *   0
0.869, 0.040, 0.937, 0.041, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9999972513, 0.0000000000, 0.0023446471, 0.0000000000, 0.0000012534 *   0
0.997, 0.189, 0.016, 0.074, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.3964519117, 0.0000000000, 0.0000000000, 0.0000000000, 0.9180554895 *   0
0.071, 0.154, 0.683, 0.874, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 1.0000000000, 0.0000022247, 0.0000000000, 0.0000000000, 0.0000000000 *   0
0.931, 0.685, 0.972, 0.550, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9957904442, 0.0000000000, 0.0916508046, 0.0000000000, 0.0012333536 *   0
0.121, 0.279, 0.860, 0.009, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 1.0000000000, 0.0000000000, 0.0000004426, 0.0000000000, 0.0000000000 *   0
0.887, 0.253, 0.998, 0.831, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.2811490823, 0.0000000040, 0.9596641045, 0.0000000000, 0.0000097383 *   0
0.603, 0.037, 0.480, 0.915, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9999999763, 0.0002178865, 0.0000000000, 0.0000000000, 0.0000000000 *   0
0.331, 0.320, 0.097, 0.916, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9999999705, 0.0002430343, 0.0000000000, 0.0000000000, 0.0000000000 *   0
0.001, 0.522, 0.823, 0.991, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.8044537038, 0.5940153520, 0.0000000054, 0.0000000000, 0.0000000000 *   0
0.897, 0.075, 0.138, 0.108, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9999999996, 0.0000000000, 0.0000000000, 0.0000000000, 0.0000298789 *   0
0.804, 0.875, 0.987, 0.747, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5 * 0.9112621104, 0.0000000000, 0.4118268643, 0.0000024942, 0.0000000005 *   0
