0.077, 0.728, 0.972, 0.993, 0.841, 0.405, 0.309, 0.388, 0.292, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0769999996, 0.7279999852, 0.9720000029, 0.9929999709, 0.8410000205, 0.4050000012, 0.3089999855, 0.3880000114, 0.2919999957, 13.6515756297 *   0
0.381, 0.236, 0.324, 0.712, 0.939, 0.153, 0.724, 0.009, 0.305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3810000122, 0.2360000014, 0.3240000010, 0.7120000124, 0.9390000105, 0.1529999971, 0.7239999771, 0.0089999996, 0.3050000072, 14.7555613544 *   0
0.263, 0.450, 0.740, 0.406, 0.900, 0.898, 0.237, 0.239, 0.516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2630000114, 0.4499999881, 0.7400000095, 0.4059999883, 0.8999999762, 0.8980000019, 0.2370000035, 0.2389999926, 0.5159999728, 14.0485581549 *   0
0.005, 0.260, 0.475, 0.925, 0.337, 0.202, 0.897, 0.330, 0.043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0049999999, 0.2599999905, 0.4749999940, 0.9250000119, 0.3370000124, 0.2020000070, 0.8970000148, 0.3300000131, 0.0430000015, 15.2742889517 *   0
0.302, 0.639, 0.431, 0.593, 0.019, 0.666, 0.917, 0.732, 0.606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3019999862, 0.6389999986, 0.4309999943, 0.5929999948, 0.0189999994, 0.6660000086, 0.9169999957, 0.7319999933, 0.6060000062, 15.1538632403 *   0
0.070, 0.456, 0.615, 0.376, 0.719, 0.064, 0.115, 0.125, 0.964, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0700000003, 0.4560000002, 0.6150000095, 0.3759999871, 0.7189999819, 0.0640000030, 0.1150000021, 0.1250000000, 0.9639999866, 16.3906911337 *   0
0.014, 0.361, 0.203, 0.529, 0.366, 0.463, 0.004, 0.290, 0.800, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0140000004, 0.3610000014, 0.2029999942, 0.5289999843, 0.3659999967, 0.4629999995, 0.0040000002, 0.2899999917, 0.8000000119, 17.0492513733 *   0
0.207, 0.187, 0.129, 0.250, 0.489, 0.768, 0.681, 0.082, 0.787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2070000023, 0.1870000064, 0.1289999932, 0.2500000000, 0.4889999926, 0.7680000067, 0.6809999943, 0.0820000023, 0.7870000005, 14.7437793472 *   0
0.348, 0.999, 0.519, 0.953, 0.070, 0.975, 0.568, 0.446, 0.694, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3479999900, 0.9990000129, 0.5189999938, 0.9530000091, 0.0700000003, 0.9750000238, 0.5680000186, 0.4460000098, 0.6940000057, 14.9662038898 *   0
0.633, 0.561, 0.818, 0.597, 0.575, 0.179, 0.799, 0.104, 0.545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.6330000162, 0.5609999895, 0.8180000186, 0.5970000029, 0.5749999881, 0.1790000051, 0.7990000248, 0.1040000021, 0.5450000167, 15.3245009455 *   0
0.262, 0.109, 0.836, 0.062, 0.315, 0.023, 0.191, 0.565, 0.512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2619999945, 0.1089999974, 0.8360000253, 0.0619999990, 0.3149999976, 0.0230000000, 0.1909999996, 0.5649999976, 0.5120000243, 16.7244777631 *   0
0.959, 0.246, 0.594, 0.746, 0.594, 0.593, 0.265, 0.547, 0.663, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.9589999914, 0.2460000068, 0.5939999819, 0.7459999919, 0.5939999819, 0.5929999948, 0.2649999857, 0.5469999909, 0.6629999876, 15.2328762995 *   0
0.240, 0.116, 0.109, 0.933, 0.748, 0.670, 0.752, 0.345, 0.245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2399999946, 0.1159999967, 0.1089999974, 0.9330000281, 0.7480000257, 0.6700000167, 0.7519999743, 0.3449999988, 0.2450000048, 13.6850654580 *   0
0.931, 0.144, 0.350, 0.476, 0.406, 0.458, 0.312, 0.468, 0.773, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.9309999943, 0.1439999938, 0.3499999940, 0.4760000110, 0.4059999883, 0.4580000043, 0.3120000064, 0.4679999948, 0.7730000019, 15.9088558120 *   0
0.335, 0.659, 0.339, 0.846, 0.617, 0.585, 0.440, 0.363, 0.179, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.3350000083, 0.6589999795, 0.3389999866, 0.8460000157, 0.6169999838, 0.5849999785, 0.4399999976, 0.3630000055, 0.1790000051, 15.8473386705 *   0
0.034, 0.628, 0.727, 0.697, 0.868, 0.842, 0.806, 0.801, 0.591, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.0340000018, 0.6280000210, 0.7269999981, 0.6970000267, 0.8679999709, 0.8420000076, 0.8059999943, 0.8009999990, 0.5910000205, 10.8129529478 *   0
0.476, 0.553, 0.935, 0.722, 0.484, 0.080, 0.071, 0.960, 0.486, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.4760000110, 0.5529999733, 0.9350000024, 0.7220000029, 0.4839999974, 0.0799999982, 0.0710000023, 0.9599999785, 0.4860000014, 15.7930637212 *   0
0.872, 0.374, 0.065, 0.250, 0.234, 0.851, 0.944, 0.480, 0.319, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.8719999790, 0.3740000129, 0.0649999976, 0.2500000000, 0.2339999974, 0.8510000110, 0.9440000057, 0.4799999893, 0.3190000057, 13.6474163858 *   0
0.227, 0.893, 0.592, 0.407, 0.927, 0.221, 0.133, 0.623, 0.089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.2269999981, 0.8930000067, 0.5920000076, 0.4070000052, 0.9269999862, 0.2210000008, 0.1330000013, 0.6230000257, 0.0890000015, 14.8600668670 *   0
0.976, 0.429, 0.890, 0.567, 0.906, 0.443, 0.502, 0.628, 0.927, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0 * 0.9760000110, 0.4289999902, 0.8899999857, 0.5669999719, 0.9060000181, 0.4429999888, 0.5019999743, 0.6280000210, 0.9269999862, 13.3571889264 *   0
